Post Link,User Link,CreationDate,Score,ViewCount,Tags,Title,Body,CommentCount,AnswerCount,FavoriteCount
"17568543","723858","2013-07-10 10:41:14","6","7371","<git><repository><git-add>","'git add .' doesn't work","<p>I am currently trying to setup Git for a project I have been working on for a while. I do remember quite a while ago setting up Git but never used it for various reasons. Now I want to use it i am getting a strange issue that I believe is related to an old install.</p>

<p>To start a fresh I installed a fresh Ubuntu OS so that there would be no Git install present and I copied the project (Grails) over. I then navigated to the directory and run the following commands:</p>

<pre><code>git init

git remote add origin https://USERNAME@bitbucket.org/USERNAME/APPNAME.git
</code></pre>

<p>Then I ran:</p>

<pre><code>git add .
</code></pre>

<p>This is where i get the error below:</p>

<pre><code>fatal: Not a git repository: /home/user/workspace/App_V3/.git/modules/plugins/grails-spring-security-ui
</code></pre>

<p>This error is weird as this doesn't even match the directory I am in as the directory is below:</p>

<p><strong>/home/user/Workspace/App_V7/</strong></p>

<p>I am thinking that originally I may have setup the Git in the App_V3 folder on the old OS but don't know why it still points to that directory as I have run the code below to re-initialize it:</p>

<pre><code>rm -rf .git
git init
</code></pre>

<p>Can someone please help me with this as its really frustrating :S</p>

<p>Thanks in advance</p>
","7","723858","0"
"17724494","305189","2013-07-18 13:13:19","2","1235","<git><gitignore><git-add>","git add -A vs git add file","<p>I got into the habit of using <code>.gitignore</code> and always doing <code>git add -A</code>, <code>git status</code> to check the modified files, then commit, so I don't need to remember about the files that I have modified and other developers don't need to know which files are ignored.</p>

<p>I still see other people doing <code>git add files</code> for each modified file.</p>

<p>So I was wondering whether there is any advantage of adding each file.</p>

<p>The question is: why not always using <code>git add -A</code> ?</p>
","0","305189","0"
"17824647","2574766","2013-07-24 03:20:11","8","3573","<git><version-control><git-add><git-patch>","Manually editing using git add --patch <filename>","<p>So, I've got a file I've been working on in branch A, and I'm just about ready to commit it.  However, looking at the diff, I think it's better to put it into two separate commits (Well, in this case, two separate branches, maybe).  I've used git add --patch before to stage separate hunks, so I thought I could use this.  The problem is, I need to split one of my hunks.  Running <code>git add --patch SdA.py</code> and using <code>e</code> to edit the problem hunk...</p>

<pre><code># Manual hunk edit mode -- see bottom for a quick guide
@@ -50,13 +50,74 @@ import PIL.Image as im

 import constant

+
+def exp_range(min=None, max=None, step=None):
+    """"""
+    Generate an exponentially increasing value scaled and offset such
+    that it covers the range (min, max].  Behaviour is similar to
+    exp(x), scaled such that the final value generated is equal to
+    'max'.  'step' defines the granularity of the exponential
+    function.  The default value is 5, corresponding to a step-size
+    of tau.
+
+    :type min: float
+    :param min: minimum value of range (offset)
+
+    :type max: float
+    :param max: Maximum (final) value of range
+
+    :type step: int
+    :param step: Number of incremental steps within the range
+                 (min, max]
+    
+    """"""
+    if min is None:
+        raise StopIteration
+
+    # One input argument (same as range(10))
+    if min is not None and max is None and step is None:
+        step = min
+        min = 0.
+        max = 1.
+    elif step is None:
+        step = 5
+
+    for i in xrange(step):
+        exp_rate = np.exp(i - (step-1))
+        yield min + (max - min) * exp_rate
+    raise StopIteration
+
+
 def norm(input):
+    """"""
+    Return the norm of a vector or row-wise norm of a matrix
+
+    :type input: theano.tensor.TensorType
+    :param input: Theano array or matrix to take the norm of.
+    
+    """"""
     return T.sqrt((input * input).sum(axis=0))


 def normalize(vector, scale=1.0, offset=0.5):
+    """"""
+    Normalize (Zero and scale) a vector such that it's peak to peak
+    value is equal to 'scale', and it is centered about 'offset'.
+
+    :type vector: numpy.ndarray
+    :param vector: Vector to normalize to the given parameters.
+
+    :type scale: float
+    :param scale: Peak-to-peak range to stretch or shrink the vector's
+                  current peak-to-peak range to.
+
+    :type offset: float
+    :param offset: Value at which to center the peak-to-peak range at.
+    
+    """"""
     return (vector - vector.min()) * scale / vector.ptp()

+
</code></pre>

<p>That's okay.  There's a mini-guide on the bottom.  I get that.  So, we want to put the new function in this commit, and the documentation for the other functions into another commit.  According to the mini-doc: <code># To remove '+' lines, delete them.</code></p>

<pre><code># Manual hunk edit mode -- see bottom for a quick guide
@@ -50,13 +50,74 @@ import PIL.Image as im

 import constant

+
+def exp_range(min=None, max=None, step=None):
+    """"""
+    Generate an exponentially increasing value scaled and offset such
+    that it covers the range (min, max].  Behaviour is similar to
+    exp(x), scaled such that the final value generated is equal to
+    'max'.  'step' defines the granularity of the exponential
+    function.  The default value is 5, corresponding to a step-size
+    of tau.
+
+    :type min: float
+    :param min: minimum value of range (offset)
+
+    :type max: float
+    :param max: Maximum (final) value of range
+
+    :type step: int
+    :param step: Number of incremental steps within the range
+                 (min, max]
+    
+    """"""
+    if min is None:
+        raise StopIteration
+
+    # One input argument (same as range(10))
+    if min is not None and max is None and step is None:
+        step = min
+        min = 0.
+        max = 1.
+    elif step is None:
+        step = 5
+
+    for i in xrange(step):
+        exp_rate = np.exp(i - (step-1))
+        yield min + (max - min) * exp_rate
+    raise StopIteration
+
+
 def norm(input):
     return T.sqrt((input * input).sum(axis=0))


 def normalize(vector, scale=1.0, offset=0.5):
     return (vector - vector.min()) * scale / vector.ptp()
</code></pre>

<p>That looks good.  Let's add that puppy...</p>

<pre><code>error: patch failed: SdA.py:50
error: SdA.py: patch does not apply
Your edited hunk does not apply. Edit again (saying ""no"" discards!) [y/n]?
</code></pre>

<p>Mmkay...  <a href=""https://stackoverflow.com/questions/3268596/git-add-interactive-your-edited-hunk-does-not-apply"">git add --interactive &quot;Your edited hunk does not apply&quot;</a> and <a href=""https://stackoverflow.com/questions/2529441/how-to-work-with-diff-representation-in-git"">How to read the output from git diff?</a> explain that I have to update the affected line numbers.  To do this, now, I can manually count and say ""Hmm, I've removed 1, 2, 3... 23 lines.  I was editing 74 lines previously, now I'm editing... hmm... wish I had a calculator... .... 51 lines"" ('whew, I'm sweaty')</p>

<p>This seems like an overcomplicated method.  I still think patch is the right approach, but I must be doing something wrong if I need to manually update the number of affected lines in the to-file.  Anyone have any advice on how to do this more easily and efficiently?</p>
","0","2574766","0"
"17841858","","2013-07-24 18:20:13","0","2761","<git><github><git-commit><git-reset><git-add>","After doing `git commit` git tells me there is nothing to commit","<p>I am on my <code>gh-pages</code> branch and when I </p>

<pre><code>$ git add &lt;file&gt;
$ git commit -m ""&lt;message&gt;""
</code></pre>

<p>I see</p>

<pre><code># On branch gh-pages
nothing to commit, working directory clean
</code></pre>

<p>Then I will do and see the following </p>

<pre><code>$ git stage
Nothing specified, nothing added.
Maybe you wanted to say 'git add .'?

$ git status
# On branch gh-pages
nothing to commit, working directory clean
</code></pre>

<p>I tried to dig deeper to figure out whats messed up </p>

<pre><code>$ git log
commit d7122828ef232829e28654f4bc56022829d03722
Author: siddhion &lt;siddhion@gmail.com&gt;
Date:   Wed Jul 24 19:00:19 2013 +0200

    1st push to gh-pages

$ git reflog 
d712282 HEAD@{0}: checkout: moving from master to gh-pages
9bf529e HEAD@{1}: checkout: moving from gh-pages to master
d712282 HEAD@{2}: commit (initial): 1st push to gh-pages
</code></pre>

<p>I am not sure what is going on here but before this I was trying to get rid of my last commit trying the following commands</p>

<pre><code>git reset --soft HEAD
git reset --hard HEAD
git reset HEAD
git reset .
git reset
</code></pre>

<p>Perhaps I made things worse with those. Not sure. Also I tried </p>

<pre><code>$ git push origin gh-pages 
Counting objects: 1156, done.
Delta compression using up to 2 threads.
Compressing objects: 100% (1141/1141), done.
Writing objects:   6% (70/1156), 2.27 MiB | 680.00 KiB/s   
</code></pre>

<p>then I immediately cancel because I don't want that commit/add anymore. </p>

<p><strong>How do I revert/delete that last commit/add and start over clean?</strong></p>

<h2>UPDATE</h2>

<p>Ok I first followed I am John Galt's answer. I ran </p>

<pre><code>$ git checkout d712282
</code></pre>

<p>and got this </p>

<pre><code>Note: checking out 'd712282'.

You are in 'detached HEAD' state. You can look around, make experimental
changes and commit them, and you can discard any commits you make in this
state without impacting any branches by performing another checkout.
If you want to create a new branch to retain commits you create, you may
do so (now or later) by using -b with the checkout command again. Example:

  git checkout -b new_branch_name

HEAD is now at d712282... 1st push to gh-pages
</code></pre>

<p>at this point I really did not know what to do. All I wanted was to be back at my <code>gh-pages</code> branch and no longer have that dam <code>d712282</code> commit plaguing me. So at that point I </p>

<pre><code>$ git checkout gh-pages
</code></pre>

<p>and foolishly I thought the <code>d712282</code> commit died with the detached head and so I proceeded as I would before doing </p>

<pre><code>git add index.html 
</code></pre>

<p>but when I checked to see if had been staged I got </p>

<pre><code>$ git stage
Nothing specified, nothing added.
Maybe you wanted to say 'git add .'?
</code></pre>

<p>It seemed at this point that nothing changed from before but I kept on just to be thorough. When I tried to run a commit I got </p>

<pre><code>$ git commit -m ""added index.html to gh-pages"" 
# On branch gh-pages
nothing to commit, working directory clean
</code></pre>

<p>and then I did</p>

<pre><code>$ git status
# On branch gh-pages
nothing to commit, working directory clean
</code></pre>

<p>I wanted to see what was up and running <code>$ git log</code> gave me</p>

<pre><code>$ git log
commit d7122828ef232829e28654f4bc56022829d03722
Author: siddhion &lt;siddhion@gmail.com&gt;
Date:   Wed Jul 24 19:00:19 2013 +0200

    1st push to gh-pages
</code></pre>

<p>There is that same old <code>d712282</code> commit. I also ran <code>$ git reflog</code> and got</p>

<pre><code>$ git reflog
d712282 HEAD@{0}: checkout: moving from d7122828ef232829e28654f4bc56022829d03722
d712282 HEAD@{1}: checkout: moving from gh-pages to d712282
d712282 HEAD@{2}: checkout: moving from d7122828ef232829e28654f4bc56022829d03722
d712282 HEAD@{3}: checkout: moving from gh-pages to d712282
d712282 HEAD@{4}: checkout: moving from master to gh-pages
9bf529e HEAD@{5}: checkout: moving from gh-pages to master
d712282 HEAD@{6}: commit (initial): 1st push to gh-pages
</code></pre>

<p>and this point I tried Geoffrey's suggestion and ran and got </p>

<pre><code>$ git reset --hard d712282
HEAD is now at d712282 1st push to gh-pages
</code></pre>

<p>So at this point all I want to do is get rid of d712282 because everytime I try <code>git push origin gh-pages</code> git starting pushing the d712282 commit which has like 1156 files. Way too much. I wants it dead.</p>
","1","",""
"15011311","1533054","2013-02-21 20:11:10","40","15726","<git><git-add>","What's the difference between ""git add -u"" and ""git add -A""?","<p>Okay, so I was searching <strong>""How to Remove Manually Deleted files from Git""</strong> without actually doing <code>git rm file.txt</code> for each file when I came across ""<a href=""https://stackoverflow.com/questions/492558/removing-multiple-files-from-a-git-repo-that-have-already-been-deleted-from-disk"">Removing multiple files from a Git repo that have already been deleted from disk</a>"".</p>

<p>The two most Up-Voted commands were:</p>

<ul>
<li><code>git add -u</code></li>
<li><code>git add -A</code></li>
</ul>

<p>Although both of them worked for me, I still can't understand the difference and the solutions on the page don't explain it either. My questions are, how are they differ from each other, and what other git commands can be used to remove files that have been deleted manually from the disk?</p>
","1","1533054","0"
"51145932","10024280","2018-07-03 02:41:22","2","65","<git><git-commit><git-add>","Making changes to a file that has been git added and then git committed seems to work just fine","<p>I'm finally learning git and I'm a bit confused. From what I have read, and probably misunderstood, you have to ""git add"" after making changes to a file (saving the file locally in your ide?) before then ""git committing"".</p>

<p>When I ""git add"" all my files in the working  directory, make changes and save them in the ide, then ""git commit"", all the changes are committed just fine. Why do I need to restage with ""git add"" between the save and commit? It doesn't seem to make any difference and I'm confused why I've read that you need to given that it seems to make no differences. Apologies if this is a duplicate, I did look and couldn't find an answer to my question.</p>

<p>Oh also, I would understand if I were making a new file, as this would need to be added with ""git add"" as it isn't already known, but I don't understand when I'm changing files I've already added.</p>

<p>My test for this is running ""git add"" changing a file and saving it, trying a commit to see if it registers changes without a new ""git add"", which it does as it outputs a  message informing of the changes I have made. I must be missing something in my understanding. Thanks for any help.</p>
","0","10024280",""
"19392278","977408","2013-10-15 22:36:19","12","12527","<git><git-commit><git-add>","Is there a way in git to split up changes in a single file into two commits?","<p>So I a have a file:</p>

<pre><code>...

some code here..

...

some unrelate code here..

...
</code></pre>

<p>and I make the following changes to it:</p>

<pre><code>...

some code here that needs to be changed a bunch..

...

some unrelated code here..

...
</code></pre>

<p>Let's say I'm in the middle of some significant changes to the first section and I notice the typo in the later section.  I want to fix the typo and commit and possibly push that right away but I'm still working on the first part and not read to share it.  Obviously I could use git stash or do an intermediate commit and fix the typo in another branch but is there any way of adding only some of the changes in file to the staging area.  Obviously I can unfix the typo, <code>git add myfile</code> then refix the typo but if the typo fix is more complex that could be kind of annoying.  Is there a way to specify the lines in the file that I want to add with <code>git add</code>?</p>
","0","977408","0"
"19409144","411524","2013-10-16 16:47:58","2","2422","<git><bash><git-add>","GIT run script before git add","<p>I often require to do a make clean / make distclean before I do a <code>git add .</code> since I do not want to include binary and other stuffs.</p>

<p>I know I can add some name / pattern in to <code>.gitignore</code> but that's not very productive and flexible. Another solution is to create a bash file but that requires an additional file in my repository that I don't want.</p>

<p>Is there any pre-add configuration that allows me to run script before the actual <code>git add</code> execution ?</p>
","5","411524","0"
"51311764","9118024","2018-07-12 17:52:24","0","340","<linux><git><github><version-control><git-add>","git add . adds changes of other projects too","<p>I am trying to add all changed files to GitHub by using <code>git add .</code> but it also adds the changes made by me on other local projects. It should ideally add the changes of the same project. </p>

<p>How should it be solved?</p>

<p>When I run <code>git status</code> then I get to see those extra files which are <code>unstaged</code>.
Images:</p>

<p><a href=""https://i.stack.imgur.com/GV0gu.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/GV0gu.png"" alt=""enter image description here""></a></p>

<p><a href=""https://i.stack.imgur.com/2gW4m.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/2gW4m.png"" alt=""enter image description here""></a></p>
","9","9118024",""
"23047483","3327617","2014-04-13 19:35:48","0","546","<git><gitignore><git-add><rabbitvcs>","How to finally ignore a file in all sub-directories via .gitignore","<p>I know there are lots of duplicate questions but I'm fully confused. I should admit I'm completely new to Git. I'm using RabbitVCS, However, I edit the .gitignore file using gedit manually. That's what I have done:</p>

<ol>
<li>I have created a repository in Github.</li>
<li>I cloned it in my local computer using RabbitVCS.</li>
<li>I have pasted all files and folders of project into the repository.</li>
<li>I have created a <code>.gitignore</code> file in the root of repository which includes this pattern: <code>*~</code>.</li>
</ol>

<p><strong>I haven't commited anything yet</strong>.</p>

<p>I want to ignore all <code>~</code> and such other temp files in root and sub-directories. It ignores all files in root, but has no effect in sub-directories. When I want to commit using RabbitVCS, I can see them in the commit window.</p>

<p>I'm confusing because in Bazaar, we first add files, then commit them. But it Git, it seems we should just commit to add new files! Is it right?</p>

<p>What am I doing wrong? should I commit first?</p>
","8","3327617",""
"70177395","1367454","2021-11-30 23:30:00","1","148","<git><git-add><git-rm>","git add/rm files based on the type of change (of the files)","<p>Is there a way to stage or unstage (<code>git add</code> / <code>git rm</code>) files only based on what was the type of modification?</p>
<p>Like :</p>
<ul>
<li>add/rm only files that are deleted</li>
<li>add/rm only files that are new</li>
<li>add/rm only files that are modified</li>
<li>add/rm only files that are renamed</li>
</ul>
","5","1367454",""
"74255974","6025788","2022-10-30 19:08:28","0","39","<git><version-control><git-commit><git-add>","How to include untracked files in a command like `git commit --dry-run -a`","<p>I'd like to review that Git is going to properly detect files as moved, rather than deleted/added new - but there doesn't seem to be any way to preview the operation - it seems like my only option is <code>git add . --dry-run</code>, which then I can't see the resulting status of. Is there any other option?</p>
<p>I expected <code>git commit --dry-run .</code> would work, but it still excludes the untracked files.</p>
","1","6025788",""
"74105563","20146896","2022-10-18 04:00:27","0","159","<git><git-add><git-status><git-untracked>","how can i add one of my file in the .gitignore file?","<p>I'm new to coding.</p>
<p>I learned about the .gitignore file today, and I succeeded in adding an unwanted file to the .gitignore file but could not add one file on the .gitignore file.</p>
<hr />
<pre><code>Untracked files:
  (use &quot;git add &lt;file&gt;...&quot; to include in what will be committed)
    &quot;.zcompdump-Young\342\200\231s MacBook Pro (3)-5.8.1&quot;
    git/
</code></pre>
<hr />
<p>I don't want this file to be on my untracked file list.</p>
<p>How can I include this in the .gitignore file?</p>
<p>Why isn't this file included in .gitignorefile as other files?</p>
<p>I was able to add these files in the .gitignore file.</p>
<pre><code>.zshrc
.python_history
.stCommitMsg
.subversion/
.viminfo
.vscode/
Applications/
Creative Cloud Files/
Desktop/
Documents/
</code></pre>
<p>and when I enter git status commend these files weren't not appeared in the untracked list.</p>
<p>What am I doing wrong?
How can I add it to the .gitignore file?</p>
","2","20146896",""
